Station_ID,date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,power
station02,2018-07-23 07:45:00,1.27,0.0,29.76,66.91,486,207,32.700001,9.34899
station02,2018-07-23 08:00:00,1.19,0.0,29.63,67.83,456,225,32.200001,6.32877
station02,2018-07-23 08:15:00,1.15,0.0,29.47,68.95,363,188,31.9,5.9217900000000006
station02,2018-07-23 08:30:00,1.05,0.0,29.27,70.35,359,191,32.0,6.296431
station02,2018-07-23 08:45:00,0.71,0.0,29.05,71.6,292,198,32.299999,4.660321
station02,2018-07-23 09:00:00,0.65,0.0,28.91,72.48,238,244,31.9,4.5297
station02,2018-07-23 09:15:00,0.81,0.0,28.82,73.31,205,232,31.700001,4.084919999999999
station02,2018-07-23 09:30:00,0.74,0.0,28.75,74.02,164,181,31.200001,3.07734
station02,2018-07-23 09:45:00,71.74,61.88,29.62,71.3,180,208,31.1,3.49377
station02,2018-07-23 10:00:00,64.26,54.67,29.77,70.59,206,229,31.299999,4.01499
station02,2018-07-23 10:15:00,65.92,54.45,29.97,70.19,33,37,29.799999,0.63336
station02,2018-07-23 10:30:00,51.7,41.61,29.89,70.7,19,20,27.4,0.37359
station02,2018-07-23 10:45:00,26.12,18.27,29.53,72.78,15,11,26.200001,0.2165099999999999
station02,2018-07-23 11:00:00,6.64,2.06,29.04,75.16,6,7,26.6,0.0567
station02,2018-07-23 11:15:00,0.12,0.0,28.77,76.17,1,3,26.6,0.0
station02,2018-07-23 11:30:00,0.04,0.0,28.53,76.73,0,1,27.1,0.0
station02,2018-07-23 11:45:00,0.0,0.0,28.12,77.97,0,0,27.5,0.0
station02,2018-07-23 12:00:00,0.0,0.0,27.85,79.06,0,0,27.5,0.0
station02,2018-07-23 12:15:00,0.0,0.0,27.5,80.77,0,0,27.299999,0.0
station02,2018-07-23 12:30:00,0.0,0.0,27.26,82.02,0,0,27.200001,0.0
station02,2018-07-23 12:45:00,0.0,0.0,26.88,83.93,0,0,27.1,0.0
station02,2018-07-23 13:00:00,0.0,0.0,26.58,85.14,0,0,27.200001,0.0
station02,2018-07-23 13:15:00,0.0,0.0,26.34,85.7,0,0,27.1,0.0
station02,2018-07-23 13:30:00,0.0,0.0,26.08,86.08,0,0,27.299999,0.0
station02,2018-07-23 13:45:00,0.0,0.0,25.79,86.89,0,0,27.6,0.0
station02,2018-07-23 14:00:00,0.0,0.0,25.5,87.95,0,0,27.200001,0.0
station02,2018-07-23 14:15:00,0.0,0.0,25.24,89.15,0,0,27.1,0.0
station02,2018-07-23 14:30:00,0.0,0.0,25.01,90.26,0,0,27.0,0.0
station02,2018-07-23 14:45:00,0.0,0.0,24.84,91.07,0,0,26.9,0.0
station02,2018-07-23 15:00:00,0.0,0.0,24.7,91.56,0,0,27.0,0.0
station02,2018-07-23 15:15:00,0.0,0.0,24.58,91.75,0,0,26.700001,0.0
station02,2018-07-23 15:30:00,0.0,0.0,24.48,91.8,0,0,26.6,0.0
station02,2018-07-23 15:45:00,0.0,0.0,24.38,91.82,0,0,26.6,0.0
station02,2018-07-23 16:00:00,0.0,0.0,26.96,78.01,0,0,26.700001,0.0
station02,2018-07-23 16:15:00,0.0,0.0,26.95,77.68,0,0,26.700001,0.0
station02,2018-07-23 16:30:00,0.0,0.0,26.88,77.77,0,0,26.6,0.0
station02,2018-07-23 16:45:00,0.0,0.0,26.66,78.74,0,0,26.6,0.0
station02,2018-07-23 17:00:00,0.0,0.0,26.53,79.42,0,0,26.5,0.0
station02,2018-07-23 17:15:00,0.0,0.0,26.38,80.28,0,0,26.4,0.0
station02,2018-07-23 17:30:00,0.0,0.0,26.23,81.04,0,0,26.5,0.0
station02,2018-07-23 17:45:00,0.0,0.0,26.09,81.59,0,0,26.5,0.0
station02,2018-07-23 18:00:00,0.0,0.0,25.9,82.19,0,0,26.5,0.0
station02,2018-07-23 18:15:00,0.0,0.0,25.75,82.62,0,0,26.299999,0.0
station02,2018-07-23 18:30:00,0.0,0.0,25.63,82.89,0,0,26.200001,0.0
station02,2018-07-23 18:45:00,0.0,0.0,25.56,82.91,0,0,26.200001,0.0
station02,2018-07-23 19:00:00,0.0,0.0,25.5,82.82,0,0,26.0,0.0
station02,2018-07-23 19:15:00,0.0,0.0,25.43,82.8,0,0,25.799999,0.0
station02,2018-07-23 19:30:00,0.0,0.0,25.31,83.14,0,0,25.9,0.0
station02,2018-07-23 19:45:00,0.0,0.0,25.22,83.47,0,0,25.5,0.0
station02,2018-07-23 20:00:00,0.0,0.0,25.11,83.83,0,0,25.299999,0.0
station02,2018-07-23 20:15:00,0.0,0.0,25.03,84.12,0,0,25.299999,0.0
station02,2018-07-23 20:30:00,0.0,0.0,24.93,84.51,0,0,25.5,0.0
station02,2018-07-23 20:45:00,0.0,0.0,24.74,85.41,0,0,25.200001,0.0
station02,2018-07-23 21:00:00,0.0,0.0,24.6,86.15,0,0,25.1,0.0
station02,2018-07-23 21:15:00,0.0,0.0,24.45,86.92,0,0,25.0,0.0
station02,2018-07-23 21:30:00,0.59,0.06,24.37,87.32,0,1,25.0,0.0
station02,2018-07-23 21:45:00,9.87,5.7,24.47,87.14,3,4,25.1,0.0
station02,2018-07-23 22:00:00,15.7,8.56,24.59,86.9,10,10,25.1,0.0
station02,2018-07-23 22:15:00,34.33,23.95,24.99,85.5,23,24,25.0,0.26082
station02,2018-07-23 22:30:00,52.23,41.0,25.61,82.63,45,43,25.1,0.6512100000000001
station02,2018-07-23 22:45:00,73.09,59.56,26.09,80.15,96,70,25.4,1.36269
station02,2018-07-23 23:00:00,91.76,77.89,26.53,77.28,146,81,26.0,1.9971
station02,2018-07-23 23:15:00,122.21,106.06,26.94,75.13,168,85,26.799999,2.5019400000000003
station02,2018-07-23 23:30:00,154.29,135.41,27.29,72.87,227,92,27.299999,3.2361
station02,2018-07-23 23:45:00,207.46,184.53,27.65,71.85,286,104,27.9,4.1748
station02,2018-07-24 00:00:00,262.31,235.01,28.04,70.78,343,116,28.200001,5.0127
station02,2018-07-24 00:15:00,336.84,304.5,28.51,69.04,391,127,28.6,5.74497
station02,2018-07-24 00:30:00,402.23,365.42,28.91,67.14,449,142,29.0,6.597361
station02,2018-07-24 00:45:00,480.08,438.86,29.36,65.29,501,157,29.6,7.460669999999999
station02,2018-07-24 01:00:00,536.43,492.11,29.84,63.24,529,198,30.1,8.13897
station02,2018-07-24 01:15:00,595.69,548.9,30.37,60.88,563,318,30.9,8.901689999999999
station02,2018-07-24 01:30:00,629.88,581.89,30.91,58.26,608,500,31.4,9.54198
station02,2018-07-24 01:45:00,670.98,621.9,31.42,55.86,655,572,31.6,10.30323
station02,2018-07-24 02:00:00,695.71,646.03,31.9,53.99,689,613,32.099998,10.76376
station02,2018-07-24 02:15:00,729.67,679.18,32.38,52.3,723,649,32.400002,11.07099
station02,2018-07-24 02:30:00,750.21,699.25,32.84,50.82,755,677,32.099998,11.39418
station02,2018-07-24 02:45:00,777.77,726.18,33.29,49.35,779,694,32.5,11.61069
station02,2018-07-24 03:00:00,793.87,741.93,33.71,47.98,798,700,33.0,11.84757
station02,2018-07-24 03:15:00,814.14,761.76,34.12,46.55,817,709,33.599998,12.18
station02,2018-07-24 03:30:00,822.65,770.2,34.48,45.33,846,728,33.700001,12.6315
station02,2018-07-24 03:45:00,822.57,770.66,34.85,44.22,862,735,34.5,12.68505
station02,2018-07-24 04:00:00,791.85,742.09,35.19,43.37,869,734,34.900002,12.80622
station02,2018-07-24 04:15:00,728.99,683.32,35.48,43.03,857,716,35.099998,12.64011
station02,2018-07-24 04:30:00,644.59,604.21,35.65,43.14,872,729,35.099998,12.88371
station02,2018-07-24 04:45:00,569.14,533.4,35.73,43.48,856,710,35.599998,12.70731
station02,2018-07-24 05:00:00,528.91,495.59,35.8,43.73,908,769,35.700001,9.655801
station02,2018-07-24 05:15:00,527.43,493.96,35.91,43.64,362,287,34.900002,6.915089999999999
station02,2018-07-24 05:30:00,560.58,524.78,36.06,43.24,380,311,35.5,7.7847
station02,2018-07-24 05:45:00,609.45,570.01,36.21,42.68,371,304,35.299999,11.69133
station02,2018-07-24 06:00:00,666.88,623.25,36.36,42.16,722,625,36.099998,11.63904
station02,2018-07-24 06:15:00,705.71,658.63,36.49,41.53,704,488,35.299999,11.48469
station02,2018-07-24 06:30:00,727.94,678.64,36.67,40.61,685,318,34.5,11.31417
station02,2018-07-24 06:45:00,716.85,667.0,36.83,39.68,613,248,34.700001,10.50294
station02,2018-07-24 07:00:00,700.14,650.44,36.99,38.92,577,232,34.400002,9.9603
station02,2018-07-24 07:15:00,662.3,613.61,37.13,38.23,543,218,34.400002,9.629761
station02,2018-07-24 07:30:00,627.17,579.82,37.32,37.47,492,208,34.299999,8.775901
station02,2018-07-24 07:45:00,567.1,522.28,37.42,37.26,436,209,34.299999,7.6629
station02,2018-07-24 08:00:00,512.23,470.34,37.25,38.4,408,202,34.099998,6.7242
station02,2018-07-24 08:15:00,441.47,403.23,36.73,41.22,359,195,34.0,6.37707
station02,2018-07-24 08:30:00,384.79,350.02,36.32,43.72,317,191,33.900002,5.68365
station02,2018-07-24 08:45:00,316.35,285.69,36.23,44.37,173,162,33.599998,3.29049
station02,2018-07-24 09:00:00,261.74,235.0,36.26,44.26,131,116,33.400002,2.22726
station02,2018-07-24 09:15:00,198.97,176.24,36.1,44.81,177,158,33.200001,3.19662
station02,2018-07-24 09:30:00,143.97,125.11,35.69,46.69,48,57,33.099998,0.8351700000000001
station02,2018-07-24 09:45:00,86.43,72.41,34.28,52.13,147,164,32.0,3.00615
station02,2018-07-24 10:00:00,64.11,51.66,32.51,59.59,90,97,32.299999,1.61532
station02,2018-07-24 10:15:00,0.78,0.0,30.98,64.77,68,67,32.400002,1.11153
station02,2018-07-24 10:30:00,0.63,0.0,30.67,66.07,64,59,32.299999,1.12959
station02,2018-07-24 10:45:00,6.18,4.26,30.36,67.76,40,34,31.0,0.6661199999999999
station02,2018-07-24 11:00:00,5.46,3.79,29.95,69.88,35,37,30.799999,0.56826
station02,2018-07-24 11:15:00,0.05,0.0,29.56,71.87,10,10,31.0,0.1077299999999999
station02,2018-07-24 11:30:00,0.02,0.0,29.35,73.59,7,6,31.0,0.06069
station02,2018-07-24 11:45:00,0.0,0.0,29.18,75.33,3,1,30.9,0.0
station02,2018-07-24 12:00:00,0.0,0.0,29.04,76.95,0,0,30.700001,0.0
station02,2018-07-24 12:15:00,0.0,0.0,28.91,78.42,0,0,30.0,0.0
station02,2018-07-24 12:30:00,0.0,0.0,28.88,79.28,0,0,29.4,0.0
station02,2018-07-24 12:45:00,0.0,0.0,28.82,80.33,0,0,29.6,0.0
station02,2018-07-24 13:00:00,0.0,0.0,28.74,81.52,0,0,29.5,0.0
station02,2018-07-24 13:15:00,0.0,0.0,28.55,83.17,0,0,28.4,0.0
station02,2018-07-24 13:30:00,0.0,0.0,28.39,84.02,0,0,28.0,0.0
station02,2018-07-24 13:45:00,0.0,0.0,28.27,84.39,0,0,28.0,0.0
station02,2018-07-24 14:00:00,0.0,0.0,28.22,84.28,0,0,28.0,0.0
station02,2018-07-24 14:15:00,0.0,0.0,28.16,84.31,0,0,27.799999,0.0
station02,2018-07-24 14:30:00,0.0,0.0,28.11,83.52,0,0,27.6,0.0
station02,2018-07-24 14:45:00,0.0,0.0,27.93,83.59,0,0,27.5,0.0
station02,2018-07-24 15:00:00,0.0,0.0,27.86,83.39,0,0,27.5,0.0
station02,2018-07-24 15:15:00,0.0,0.0,27.71,83.59,0,0,28.5,0.0
station02,2018-07-24 15:30:00,0.0,0.0,27.57,83.77,0,0,28.6,0.0
station02,2018-07-24 15:45:00,0.0,0.0,27.38,84.05,0,0,28.200001,0.0
station02,2018-07-24 16:00:00,0.0,0.0,25.91,64.0,0,0,28.200001,0.0
station02,2018-07-24 16:15:00,0.0,0.0,25.71,64.56,0,0,27.799999,0.0
station02,2018-07-24 16:30:00,0.0,0.0,25.6,65.05,0,0,27.4,0.0
station02,2018-07-24 16:45:00,0.0,0.0,25.43,65.83,0,0,27.4,0.0
station02,2018-07-24 17:00:00,0.0,0.0,25.28,66.59,0,0,27.4,0.0
station02,2018-07-24 17:15:00,0.0,0.0,25.16,67.27,0,0,27.5,0.0
station02,2018-07-24 17:30:00,0.0,0.0,25.06,67.84,0,0,27.4,0.0
station02,2018-07-24 17:45:00,0.0,0.0,24.97,68.37,0,0,27.200001,0.0
station02,2018-07-24 18:00:00,0.0,0.0,24.84,68.98,0,0,27.0,0.0
station02,2018-07-24 18:15:00,0.0,0.0,24.7,69.6,0,0,26.9,0.0
station02,2018-07-24 18:30:00,0.0,0.0,24.56,70.15,0,0,26.9,0.0
station02,2018-07-24 18:45:00,0.0,0.0,24.44,70.6,0,0,26.700001,0.0
station02,2018-07-24 19:00:00,0.0,0.0,24.32,71.01,0,0,26.700001,0.0
station02,2018-07-24 19:15:00,0.0,0.0,24.2,71.4,0,0,26.6,0.0
station02,2018-07-24 19:30:00,0.0,0.0,24.09,71.68,0,0,26.6,0.0
station02,2018-07-24 19:45:00,0.0,0.0,23.99,71.88,0,0,26.5,0.0
station02,2018-07-24 20:00:00,0.0,0.0,23.91,72.05,0,0,26.4,0.0
station02,2018-07-24 20:15:00,0.0,0.0,23.8,72.28,0,0,26.4,0.0
station02,2018-07-24 20:30:00,0.0,0.0,23.72,72.42,0,0,26.299999,0.0
station02,2018-07-24 20:45:00,0.0,0.0,23.68,72.44,0,0,26.200001,0.0
station02,2018-07-24 21:00:00,0.0,0.0,23.62,72.5,0,0,26.200001,0.0
station02,2018-07-24 21:15:00,0.0,0.0,23.59,72.5,0,0,26.0,0.0
station02,2018-07-24 21:30:00,0.55,0.04,23.55,72.52,1,2,25.9,0.0
station02,2018-07-24 21:45:00,11.92,6.91,23.7,72.26,11,10,26.200001,0.0
station02,2018-07-24 22:00:00,22.22,14.89,23.99,71.65,26,22,26.4,0.3572099999999999
station02,2018-07-24 22:15:00,38.8,28.41,24.5,70.29,40,34,26.5,0.58653
station02,2018-07-24 22:30:00,53.3,42.49,25.1,68.57,47,40,26.5,0.70518
station02,2018-07-24 22:45:00,74.34,61.88,25.75,66.37,59,48,26.5,0.90804
station02,2018-07-24 23:00:00,91.13,77.36,26.35,64.74,69,58,26.5,1.10922
station02,2018-07-24 23:15:00,119.97,104.12,27.04,63.17,80,65,26.5,1.33371
station02,2018-07-24 23:30:00,146.89,128.93,27.78,60.31,89,75,26.5,1.50024
station02,2018-07-24 23:45:00,186.98,166.34,28.38,57.72,131,106,26.799999,2.19681
station02,2018-07-25 00:00:00,220.4,197.49,28.93,54.9,161,134,27.0,2.67225
station02,2018-07-25 00:15:00,265.35,239.88,29.33,52.23,215,171,27.5,3.73065
station02,2018-07-25 00:30:00,303.79,275.99,29.58,50.88,326,216,27.700001,6.233221
station02,2018-07-25 00:45:00,357.27,326.6,29.83,49.73,303,233,28.5,4.983721
station02,2018-07-25 01:00:00,402.97,369.67,29.98,49.15,402,251,28.700001,6.640621
station02,2018-07-25 01:15:00,458.87,422.81,30.14,48.99,788,506,29.6,11.35386
station02,2018-07-25 01:30:00,498.48,460.48,30.28,49.14,642,528,30.1,8.64045
station02,2018-07-25 01:45:00,538.54,499.11,30.47,49.31,379,302,30.200001,6.068161
station02,2018-07-25 02:00:00,555.22,515.52,30.67,49.38,357,295,30.1,5.97366
station02,2018-07-25 02:15:00,570.75,531.21,30.92,48.92,383,311,30.5,6.29685
station02,2018-07-25 02:30:00,575.16,536.03,31.15,48.65,546,425,30.4,9.07305
station02,2018-07-25 02:45:00,591.4,552.12,31.36,48.53,566,446,31.4,13.02063
station02,2018-07-25 03:00:00,607.53,567.72,31.57,48.38,739,642,32.099998,11.66865
station02,2018-07-25 03:15:00,635.26,594.34,31.81,48.08,503,376,32.0,9.53463
station02,2018-07-25 03:30:00,664.01,621.63,32.04,47.7,617,497,31.9,10.91517
station02,2018-07-25 03:45:00,703.78,659.32,32.28,47.18,814,683,31.799999,15.25902
station02,2018-07-25 04:00:00,746.13,699.24,32.51,46.54,519,401,31.9,10.54179
station02,2018-07-25 04:15:00,790.83,741.38,32.75,45.56,994,858,32.299999,14.059920000000002
station02,2018-07-25 04:30:00,824.9,773.39,32.96,44.61,929,807,33.099998,13.18212
station02,2018-07-25 04:45:00,843.38,790.69,33.13,43.95,946,823,32.200001,13.71405
station02,2018-07-25 05:00:00,848.11,794.99,33.27,43.46,940,828,33.0,13.78629
station02,2018-07-25 05:15:00,841.15,788.11,33.41,43.1,919,828,33.099998,13.531770000000002
station02,2018-07-25 05:30:00,832.87,780.0,33.55,42.77,890,818,33.0,13.391279999999998
station02,2018-07-25 05:45:00,816.39,763.89,33.67,42.49,856,794,33.200001,13.09623
station02,2018-07-25 06:00:00,802.97,750.77,33.78,42.22,820,757,33.599998,12.73671
station02,2018-07-25 06:15:00,779.21,727.55,33.86,42.04,781,567,33.700001,12.50634
station02,2018-07-25 06:30:00,761.03,709.78,33.94,41.95,717,250,33.599998,11.86836
station02,2018-07-25 06:45:00,730.44,679.89,33.97,41.98,695,139,33.299999,11.97714
station02,2018-07-25 07:00:00,707.95,657.94,33.99,42.09,498,139,33.5,7.997641000000001
station02,2018-07-25 07:15:00,671.31,622.19,33.98,42.32,675,148,33.200001,7.87143
station02,2018-07-25 07:30:00,645.0,596.55,33.95,42.62,605,138,33.0,11.06763
station02,2018-07-25 07:45:00,603.0,555.65,33.88,43.06,511,84,33.5,9.323792
station02,2018-07-25 08:00:00,573.48,526.92,33.81,43.5,471,84,33.400002,8.580811
station02,2018-07-25 08:15:00,527.35,482.1,33.69,43.96,427,88,33.200001,7.888441
station02,2018-07-25 08:30:00,495.52,451.21,33.58,44.26,388,94,33.099998,7.180739999999999
station02,2018-07-25 08:45:00,446.02,403.29,33.47,44.47,314,106,33.099998,6.14733
station02,2018-07-25 09:00:00,411.98,370.41,33.4,44.6,254,283,33.200001,5.28465
station02,2018-07-25 09:15:00,359.67,320.03,33.27,44.86,208,317,32.799999,4.47237
station02,2018-07-25 09:30:00,324.3,286.09,33.15,45.12,168,272,32.700001,3.78693
station02,2018-07-25 09:45:00,270.89,235.11,32.97,45.49,132,248,33.0,3.1332
station02,2018-07-25 10:00:00,235.2,201.28,32.8,45.88,103,192,32.799999,2.21004
station02,2018-07-25 10:15:00,181.56,151.01,32.56,46.54,94,151,32.5,1.70457
station02,2018-07-25 10:30:00,144.06,116.67,32.31,47.51,61,63,32.099998,1.24929
station02,2018-07-25 10:45:00,90.82,69.19,31.9,49.29,48,42,31.6,0.92295
station02,2018-07-25 11:00:00,56.84,40.42,31.41,51.53,28,27,31.200001,0.49959
station02,2018-07-25 11:15:00,20.36,11.58,30.69,54.45,14,16,31.1,0.2209199999999999
station02,2018-07-25 11:30:00,4.54,1.51,30.21,55.62,2,3,30.9,0.00714
station02,2018-07-25 11:45:00,0.0,0.0,29.83,56.42,0,0,30.799999,0.0
station02,2018-07-25 12:00:00,0.0,0.0,29.53,57.25,0,0,30.5,0.0
station02,2018-07-25 12:15:00,0.0,0.0,29.3,57.88,0,0,30.200001,0.0
station02,2018-07-25 12:30:00,0.0,0.0,29.13,58.29,0,0,30.0,0.0
station02,2018-07-25 12:45:00,0.0,0.0,29.02,58.53,0,0,30.0,0.0
station02,2018-07-25 13:00:00,0.0,0.0,28.91,58.81,0,0,30.0,0.0
station02,2018-07-25 13:15:00,0.0,0.0,28.81,59.09,0,0,29.700001,0.0
station02,2018-07-25 13:30:00,0.0,0.0,28.69,59.45,0,0,29.200001,0.0
station02,2018-07-25 13:45:00,0.0,0.0,28.58,59.8,0,0,29.5,0.0
station02,2018-07-25 14:00:00,0.0,0.0,28.4,60.47,0,0,28.9,0.0
station02,2018-07-25 14:15:00,0.0,0.0,28.21,61.22,0,0,29.0,0.0
station02,2018-07-25 14:30:00,0.0,0.0,28.04,61.88,0,0,28.4,0.0
station02,2018-07-25 14:45:00,0.0,0.0,27.86,62.62,0,0,28.1,0.0
station02,2018-07-25 15:00:00,0.0,0.0,27.69,63.38,0,0,28.200001,0.0
station02,2018-07-25 15:15:00,0.0,0.0,27.51,64.2,0,0,28.5,0.0
station02,2018-07-25 15:30:00,0.0,0.0,27.29,65.22,0,0,28.299999,0.0
station02,2018-07-25 15:45:00,0.0,0.0,27.04,66.43,0,0,27.700001,0.0
station02,2018-07-25 16:00:00,0.0,0.0,24.94,68.2,0,0,27.6,0.0
station02,2018-07-25 16:15:00,0.0,0.0,24.73,69.03,0,0,27.0,0.0
station02,2018-07-25 16:30:00,0.0,0.0,24.56,69.71,0,0,26.799999,0.0
station02,2018-07-25 16:45:00,0.0,0.0,24.4,70.31,0,0,26.700001,0.0
station02,2018-07-25 17:00:00,0.0,0.0,24.22,70.92,0,0,26.299999,0.0
station02,2018-07-25 17:15:00,0.0,0.0,24.06,71.48,0,0,26.4,0.0
station02,2018-07-25 17:30:00,0.0,0.0,23.92,71.93,0,0,26.5,0.0
station02,2018-07-25 17:45:00,0.0,0.0,23.84,72.19,0,0,26.5,0.0
station02,2018-07-25 18:00:00,0.0,0.0,23.71,72.7,0,0,26.1,0.0
station02,2018-07-25 18:15:00,0.0,0.0,23.58,73.2,0,0,25.799999,0.0
station02,2018-07-25 18:30:00,0.0,0.0,23.43,73.88,0,0,25.700001,0.0
station02,2018-07-25 18:45:00,0.0,0.0,23.36,74.34,0,0,26.0,0.0
station02,2018-07-25 19:00:00,0.0,0.0,23.29,74.67,0,0,25.700001,0.0
station02,2018-07-25 19:15:00,0.0,0.0,23.23,74.96,0,0,25.5,0.0
station02,2018-07-25 19:30:00,0.0,0.0,23.16,75.2,0,0,25.4,0.0
station02,2018-07-25 19:45:00,0.0,0.0,23.11,75.4,0,0,25.5,0.0
station02,2018-07-25 20:00:00,0.0,0.0,23.04,75.57,0,0,25.200001,0.0
station02,2018-07-25 20:15:00,0.0,0.0,22.97,75.74,0,0,25.1,0.0
station02,2018-07-25 20:30:00,0.0,0.0,22.91,75.86,0,0,24.9,0.0
station02,2018-07-25 20:45:00,0.0,0.0,22.87,75.87,0,0,25.0,0.0
station02,2018-07-25 21:00:00,0.0,0.0,22.83,75.85,0,0,24.799999,0.0
station02,2018-07-25 21:15:00,0.0,0.0,22.81,75.76,0,0,24.700001,0.0
station02,2018-07-25 21:30:00,0.39,0.01,22.79,75.69,2,3,24.9,0.0
station02,2018-07-25 21:45:00,17.32,9.94,22.93,75.64,11,11,25.200001,0.0
station02,2018-07-25 22:00:00,32.91,22.34,23.24,74.82,17,17,25.299999,0.2198699999999999
station02,2018-07-25 22:15:00,59.01,45.04,23.65,73.35,31,29,25.299999,0.50568
station02,2018-07-25 22:30:00,75.74,60.38,24.17,72.32,46,41,25.4,0.76062
station02,2018-07-25 22:45:00,99.08,82.44,24.92,68.24,59,56,25.5,1.01073
station02,2018-07-25 23:00:00,108.68,92.24,25.39,65.97,73,67,25.6,1.24761
station02,2018-07-25 23:15:00,123.34,107.02,25.8,63.28,122,106,25.700001,2.02713
station02,2018-07-25 23:30:00,129.62,113.74,26.06,62.88,113,98,26.1,2.00424
station02,2018-07-25 23:45:00,145.8,129.67,26.29,63.07,192,136,26.4,2.72727
station02,2018-07-26 00:00:00,157.5,141.09,26.54,63.13,156,142,26.799999,2.69976
station02,2018-07-26 00:15:00,177.38,160.31,26.87,62.93,199,167,26.9,3.5361910000000005
station02,2018-07-26 00:30:00,190.58,173.09,27.08,62.75,243,201,27.5,4.74747
station02,2018-07-26 00:45:00,209.86,191.78,27.35,62.31,222,189,28.0,3.87597
station02,2018-07-26 01:00:00,222.23,203.8,27.62,61.85,302,237,28.4,6.298109999999999
station02,2018-07-26 01:15:00,239.98,221.07,27.93,61.25,319,236,28.9,7.81935
station02,2018-07-26 01:30:00,251.32,232.11,28.24,60.51,276,207,29.299999,7.47915
station02,2018-07-26 01:45:00,268.24,248.55,28.57,59.53,411,338,29.299999,5.962321
station02,2018-07-26 02:00:00,282.48,262.24,28.89,58.52,327,250,29.5,7.53228
station02,2018-07-26 02:15:00,307.51,286.18,29.23,56.98,283,211,29.4,5.32224
station02,2018-07-26 02:30:00,335.91,313.03,29.54,55.99,241,197,29.6,4.7292
station02,2018-07-26 02:45:00,375.54,350.58,29.86,55.18,229,167,30.0,4.164721
station02,2018-07-26 03:00:00,414.92,387.71,30.15,54.57,310,230,30.6,6.50979
station02,2018-07-26 03:15:00,459.81,430.16,30.44,53.95,276,200,30.700001,5.2138800000000005
station02,2018-07-26 03:30:00,501.47,469.44,30.72,53.33,210,148,30.799999,4.48119
station02,2018-07-26 03:45:00,545.78,511.29,31.01,52.54,295,204,29.799999,5.528461
station02,2018-07-26 04:00:00,585.06,548.27,31.29,51.24,417,299,30.5,10.49286
